step_time,reward,total_stopped,total_wait_time
10.0,0.9844015101122858,0,0.0
20.0,0.6337844961954957,1,5.0
30.0,0.23322946277404535,4,29.0
40.0,0.22961487482494514,6,79.0
50.0,0.19773158911974958,8,149.0
60.0,0.39783342949371564,2,41.0
70.0,0.3443065230679097,3,28.0
80.0,1.0,0,0.0
90.0,0.8738638895784875,0,0.0
100.0,1.0,0,0.0
110.0,0.9527957479049116,0,0.0
120.0,0.9434725598434247,0,0.0
130.0,0.9639305833221732,0,0.0
140.0,1.0,0,0.0
150.0,0.9320364265760989,0,0.0
160.0,0.5710511376862806,2,4.0
170.0,0.165366758618352,5,34.0
180.0,0.10967291982491356,7,91.0
190.0,0.22952704531344612,9,169.0
200.0,0.12013469380228105,11,263.0
210.0,0.058588165790771515,15,397.0
220.0,0.09834289604546449,18,573.0
230.0,0.05198596256990272,18,753.0
240.0,0.09893786316169209,18,933.0
250.0,0.14144526366663754,18,1113.0
260.0,0.0,18,1293.0
270.0,0.0,18,1473.0
280.0,0.0,18,1653.0
290.0,0.09342004343112079,18,1833.0
300.0,0.04903094898798376,18,2013.0
310.0,0.10598603360046614,18,2193.0
320.0,0.04988585362908243,18,2373.0
330.0,0.1324473080706369,18,2553.0
340.0,0.0,18,2733.0
350.0,0.04334874336211497,18,2913.0
360.0,0.04758066152495188,19,3094.0
370.0,0.050890227376689155,20,3289.0
380.0,0.07800365332924365,22,3501.0
390.0,0.0764286909887456,23,3725.0
400.0,0.032858717920677155,23,3955.0
410.0,0.03867774185525784,24,4187.0
420.0,0.00034741559769167453,28,4439.0
430.0,0.025390259378132538,29,4729.0
440.0,0.004116520221858865,30,5025.0
450.0,0.0,32,5344.0
460.0,0.0,32,5664.0
470.0,0.0,32,5984.0
480.0,0.0,32,6304.0
490.0,0.023427499090910353,32,6624.0
500.0,0.0,32,6944.0
510.0,0.0,32,7264.0
520.0,0.05671009613926586,32,7584.0
530.0,0.029542930984640906,32,7904.0
540.0,0.030303030303030304,32,8224.0
550.0,0.08168853688303754,32,8544.0
560.0,0.05139986239608358,32,8864.0
570.0,0.0,32,9184.0
580.0,0.0,32,9504.0
590.0,0.0,32,9824.0
600.0,0.0,32,10144.0
610.0,0.02096439897401565,32,10464.0
620.0,0.020670319215890662,35,10808.0
630.0,0.024741489041899267,36,11165.0
640.0,0.02503448891381306,37,11531.0
650.0,0.02631578947368421,37,11901.0
660.0,0.056054192898514155,37,12271.0
670.0,0.0,37,12641.0
680.0,0.04769039948939017,37,13011.0
690.0,0.15803181772884484,14,9545.0
700.0,0.1480590078027231,9,6571.0
710.0,0.07194224596531638,12,6617.0
720.0,0.0039187541662572475,21,6780.0
730.0,2.81698347267126e-07,26,7034.0
740.0,0.0,26,7294.0
750.0,0.0,26,7554.0
760.0,0.11958474442166289,26,7814.0
770.0,0.034563444018549626,26,8074.0
780.0,0.0675344708939826,26,8334.0
790.0,0.0,26,8594.0
800.0,0.036062554120262866,26,8854.0
810.0,0.0,26,9114.0
820.0,0.0,26,9374.0
830.0,0.09000503957686448,26,9634.0
840.0,0.036217943128846325,26,9894.0
850.0,0.03565140477402488,26,10154.0
860.0,0.0,26,10414.0
870.0,0.1371990129448582,10,6911.0
880.0,0.5645882415916724,0,2184.0
890.0,0.27759346244973515,7,1778.0
900.0,0.044650543500694015,25,1950.0
910.0,0.029739463891765103,31,2244.0
920.0,0.0,31,2554.0
930.0,0.023625172980406194,31,2864.0
940.0,0.023507967077037693,31,3174.0
950.0,0.03125,31,3484.0
960.0,0.0851444252729305,31,3794.0
970.0,0.030247015676050662,31,4104.0
980.0,0.059062092914799025,31,4414.0
990.0,0.05843328882806028,31,4724.0
1000.0,0.0,31,5034.0
1010.0,0.0,31,5344.0
1020.0,0.0,31,5654.0
1030.0,0.0,31,5964.0
1040.0,0.03125,31,6274.0
1050.0,0.029874902576694676,31,6584.0
1060.0,0.0,31,6894.0
1070.0,0.03125,31,7204.0
1080.0,0.0,31,7514.0
1090.0,0.028758645202066065,31,7824.0
1100.0,0.030799062028269708,31,8134.0
1110.0,0.03125,31,8444.0
1120.0,0.0,31,8754.0
1130.0,0.05941013902442486,31,9064.0
1140.0,0.11259155686886521,13,5622.0
1150.0,0.30402926454719653,3,3187.0
1160.0,0.2041803537885727,8,3176.0
1170.0,0.035284417568125885,26,3351.0
1180.0,0.028647192427246636,33,3665.0
1190.0,0.02686782737063623,34,4001.0
1200.0,0.0,35,4347.0
1210.0,0.02535308052945569,35,4697.0
1220.0,0.026349331030435158,35,5047.0
1230.0,0.0,35,5397.0
1240.0,0.0,35,5747.0
1250.0,0.0,35,6097.0
1260.0,0.0,35,6447.0
1270.0,0.05029486026590112,35,6797.0
1280.0,0.0,35,7147.0
1290.0,0.0,35,7497.0
1300.0,0.0506421331177988,35,7847.0
1310.0,0.038061485942669004,35,8197.0
1320.0,0.08999766796363155,35,8547.0
1330.0,0.020702900734807107,36,8902.0
1340.0,0.0,37,9269.0
1350.0,0.026095668369945254,37,9639.0
1360.0,0.02453613252139538,40,10023.0
1370.0,0.02341763233900627,40,10423.0
1380.0,0.04698299086293844,40,10823.0
1390.0,0.0,40,11223.0
1400.0,0.0,40,11623.0
1410.0,0.0,40,12023.0
1420.0,0.0,40,12423.0
1430.0,0.0,40,12823.0
1440.0,0.0,40,13223.0
1450.0,0.0,40,13623.0
1460.0,0.0,40,14023.0
1470.0,0.044505136723148465,40,14423.0
1480.0,0.02330447957582119,40,14823.0
1490.0,0.0,40,15223.0
1500.0,0.0,40,15623.0
1510.0,0.0,40,16023.0
1520.0,7.245033388881035e-07,41,16427.0
1530.0,0.017648617194622344,41,16837.0
1540.0,0.01436383937655365,43,17257.0
1550.0,0.011566463316960618,46,17712.0
1560.0,0.0,48,18185.0
1570.0,0.02040816326530612,48,18665.0
1580.0,0.039032510351154424,48,19145.0
1590.0,0.020211120322633683,48,19625.0
1600.0,0.0,48,20105.0
1610.0,0.0,48,20585.0
1620.0,0.0,48,21065.0
1630.0,0.0,48,21545.0
1640.0,0.0,48,22025.0
1650.0,0.0,48,22505.0
1660.0,0.0,48,22985.0
1670.0,0.03973969946790176,48,23465.0
1680.0,0.0376835728439172,48,23945.0
1690.0,0.03842766881686941,48,24425.0
1700.0,0.018758918520802505,48,24905.0
1710.0,0.0,48,25385.0
1720.0,0.0,48,25865.0
1730.0,0.0,48,26345.0
1740.0,0.02040816326530612,48,26825.0
1750.0,0.0,48,27305.0
1760.0,0.016359098341233277,48,27785.0
1770.0,0.0,48,28265.0
1780.0,0.0,48,28745.0
1790.0,0.0,48,29225.0
1800.0,0.0,48,29705.0
1810.0,0.01830293213121953,48,30185.0
1820.0,0.039884783174659856,48,30665.0
1830.0,0.03910515729052844,48,31145.0
1840.0,0.029307362373987064,48,31625.0
1850.0,0.0,48,32105.0
1860.0,0.0,48,32585.0
1870.0,0.0,48,33065.0
1880.0,0.0,48,33545.0
1890.0,0.01818026117392782,48,34025.0
1900.0,0.01905973722742755,48,34505.0
1910.0,0.018661000968922987,48,34985.0
1920.0,0.05829853360852169,48,35465.0
1930.0,0.019766237803017016,48,35945.0
1940.0,0.01859763176210959,48,36425.0
1950.0,0.048016677061791524,48,36905.0
1960.0,0.0,48,37385.0
1970.0,0.0,48,37865.0
1980.0,0.005788555655038813,49,38350.0
1990.0,0.0,50,38848.0
2000.0,0.0,50,39348.0
2010.0,0.0,50,39848.0
2020.0,0.0,50,40348.0
2030.0,0.0,50,40848.0
2040.0,0.0,50,41348.0
2050.0,0.0,50,41848.0
2060.0,0.0,50,42348.0
2070.0,0.0,50,42848.0
2080.0,0.0,50,43348.0
2090.0,0.0,50,43848.0
2100.0,0.01802750186512788,50,44348.0
2110.0,0.0,50,44848.0
2120.0,0.0,50,45348.0
2130.0,0.0,50,45848.0
2140.0,0.0,50,46348.0
2150.0,0.03417629393039919,50,46848.0
2160.0,0.04533273830600748,50,47348.0
2170.0,0.14062308987304045,21,36038.0
2180.0,0.2730902481017838,13,23651.0
2190.0,0.16749793178777544,19,22470.0
2200.0,0.024883987619911098,38,22759.0
2210.0,0.055741937316712016,49,23229.0
2220.0,0.0,49,23719.0
2230.0,0.0,49,24209.0
2240.0,0.0,49,24699.0
2250.0,0.0,49,25189.0
2260.0,0.019963935040377915,49,25679.0
2270.0,0.038082073321927236,49,26169.0
2280.0,0.03715907350833001,49,26659.0
2290.0,0.0374052441394848,49,27149.0
2300.0,0.037322556521873815,49,27639.0
2310.0,0.019856371063893312,49,28129.0
2320.0,0.0012231511524968088,49,28619.0
2330.0,0.0,50,29117.0
2340.0,0.0,50,29617.0
2350.0,0.0,50,30117.0
2360.0,0.0,50,30617.0
2370.0,0.0,50,31117.0
